"Name","Level","LevelCount","TID","InfoTID","Action","ActionCount","ActionData","ExpReward","DiamondReward","IconSWF","IconExportName","CompletedTID","ShowValue","AndroidID","UIGroup"
"com.supercell.magic.donateunits2",2,3,"TID_ACHIEVEMENT_DONATE_UNITS_TITLE","TID_ACHIEVEMENT_DONATE_UNITS","donate_units",25000,,1000,250,,,"TID_ACHIEVEMENT_DONATE_UNITS_COMPLETED","true","CgkI9_nElagcEAIQLg",0
,,,,,,,,,,,,,,,
"com.supercell.magic.destroymortars0",0,3,"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","TID_ACHIEVEMENT_DESTROY_MORTARS","destroy",25,"Mortar",10,5,,,"TID_ACHIEVEMENT_DESTROY_MORTARS_COMPLETED","true","CgkI9_nElagcEAIQLw",0
"com.supercell.magic.destroymortars1",1,3,"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","TID_ACHIEVEMENT_DESTROY_MORTARS","destroy",500,"Mortar",100,10,,,"TID_ACHIEVEMENT_DESTROY_MORTARS_COMPLETED","true","CgkI9_nElagcEAIQMA",0
"com.supercell.magic.destroymortars2",2,3,"TID_ACHIEVEMENT_DESTROY_MORTARS_TITLE","TID_ACHIEVEMENT_DESTROY_MORTARS","destroy",5000,"Mortar",1000,20,,,"TID_ACHIEVEMENT_DESTROY_MORTARS_COMPLETED","true","CgkI9_nElagcEAIQMQ",0
,,,,,,,,,,,,,,,
"com.supercell.magic.lootdarkelixir0",0,3,"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","loot",20000,"DarkElixir",10,5,,,"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_COMPLETED","true","CgkI9_nElagcEAIQMg",0
"com.supercell.magic.lootdarkelixir1",1,3,"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","loot",250000,"DarkElixir",100,10,,,"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_COMPLETED","true","CgkI9_nElagcEAIQMw",0
"com.supercell.magic.lootdarkelixir2",2,3,"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_TITLE","TID_ACHIEVEMENT_LOOT_DARK_ELIXIR","loot",1000000,"DarkElixir",1000,20,,,"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_COMPLETED","true","CgkI9_nElagcEAIQNA",0
,,,,,,,,,,,,,,,
"com.supercell.magic.league0",0,3,"TID_ACHIEVEMENT_LEAGUE_TITLE","TID_ACHIEVEMENT_LEAGUE_PROGRESS_1","league",10,,100,250,,,,"true","CgkI9_nElagcEAIQNQ",0
"com.supercell.magic.league1",1,3,"TID_ACHIEVEMENT_LEAGUE_TITLE","TID_ACHIEVEMENT_LEAGUE_PROGRESS_2","league",13,,500,1000,,,,"true","CgkI9_nElagcEAIQNg",0
"com.supercell.magic.league2",2,3,"TID_ACHIEVEMENT_LEAGUE_TITLE","TID_ACHIEVEMENT_LEAGUE_PROGRESS_3","league",16,,2000,2000,,,,"true","CgkI9_nElagcEAIQNw",0
,,,,,,,,,,,,,,,
"com.supercell.magic.destroyxbows0",0,3,"TID_ACHIEVEMENT_DESTROY_XBOW_TITLE","TID_ACHIEVEMENT_DESTROY_XBOW_ONE","destroy",1,"Bow",50,50,,,"TID_ACHIEVEMENT_DESTROY_XBOW_COMPLETED","true","CgkI9_nElagcEAIQOA",0
"com.supercell.magic.destroyxbows1",1,3,"TID_ACHIEVEMENT_DESTROY_XBOW_TITLE","TID_ACHIEVEMENT_DESTROY_XBOW","destroy",250,"Bow",100,100,,,"TID_ACHIEVEMENT_DESTROY_XBOW_COMPLETED","true","CgkI9_nElagcEAIQOQ",0
"com.supercell.magic.destroyxbows2",2,3,"TID_ACHIEVEMENT_DESTROY_XBOW_TITLE","TID_ACHIEVEMENT_DESTROY_XBOW","destroy",2500,"Bow",1000,200,,,"TID_ACHIEVEMENT_DESTROY_XBOW_COMPLETED","true","CgkI9_nElagcEAIQOg",0
,,,,,,,,,,,,,,,
"com.supercell.magic.destroyinferno0",0,3,"TID_ACHIEVEMENT_DESTROY_INFERNO_TITLE","TID_ACHIEVEMENT_DESTROY_INFERNO","destroy",10,"Dark Tower",50,100,,,"TID_ACHIEVEMENT_DESTROY_INFERNO_COMPLETED","true","CgkI9_nElagcEAIQOw",0
"com.supercell.magic.destroyinferno1",1,3,"TID_ACHIEVEMENT_DESTROY_INFERNO_TITLE","TID_ACHIEVEMENT_DESTROY_INFERNO","destroy",250,"Dark Tower",500,200,,,"TID_ACHIEVEMENT_DESTROY_INFERNO_COMPLETED","true","CgkI9_nElagcEAIQPA",0
"com.supercell.magic.destroyinferno2",2,3,"TID_ACHIEVEMENT_DESTROY_INFERNO_TITLE","TID_ACHIEVEMENT_DESTROY_INFERNO","destroy",5000,"Dark Tower",5000,1000,,,"TID_ACHIEVEMENT_DESTROY_INFERNO_COMPLETED","true","CgkI9_nElagcEAIQPQ",0
,,,,,,,,,,,,,,,
"com.supercell.magic.warstars0",0,3,"TID_ACHIEVEMENT_WAR_STARS_TITLE","TID_ACHIEVEMENT_WAR_STARS","war_stars",10,,50,50,,,"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","true","CgkI9_nElagcEAIQQA",0
"com.supercell.magic.warstars1",1,3,"TID_ACHIEVEMENT_WAR_STARS_TITLE","TID_ACHIEVEMENT_WAR_STARS","war_stars",150,,500,200,,,"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","true","CgkI9_nElagcEAIQQQ",0
"com.supercell.magic.warstars2",2,3,"TID_ACHIEVEMENT_WAR_STARS_TITLE","TID_ACHIEVEMENT_WAR_STARS","war_stars",1000,,5000,1000,,,"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","true","CgkI9_nElagcEAIQQg",0
,,,,,,,,,,,,,,,
"com.supercell.magic.warloot0",0,3,"TID_ACHIEVEMENT_WAR_LOOT_TITLE","TID_ACHIEVEMENT_WAR_LOOT","war_loot",800000,,100,25,,,"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","true","CgkI9_nElagcEAIQQw",0
"com.supercell.magic.warloot1",1,3,"TID_ACHIEVEMENT_WAR_LOOT_TITLE","TID_ACHIEVEMENT_WAR_LOOT","war_loot",15000000,,500,100,,,"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","true","CgkI9_nElagcEAIQRA",0
"com.supercell.magic.warloot2",2,3,"TID_ACHIEVEMENT_WAR_LOOT_TITLE","TID_ACHIEVEMENT_WAR_LOOT","war_loot",100000000,,5000,500,,,"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","true","CgkI9_nElagcEAIQRQ",0
,,,,,,,,,,,,,,,
"com.supercell.magic.destroyartillery0",0,3,"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","TID_ACHIEVEMENT_DESTROY_ARTILLERY","destroy",20,"Ancient Artillery",100,150,,,"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","true","CgkI9_nElagcEAIQRw",0
"com.supercell.magic.destroyartillery1",1,3,"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","TID_ACHIEVEMENT_DESTROY_ARTILLERY","destroy",200,"Ancient Artillery",800,300,,,"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","true","CgkI9_nElagcEAIQRg",0
"com.supercell.magic.destroyartillery2",2,3,"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","TID_ACHIEVEMENT_DESTROY_ARTILLERY","destroy",2000,"Ancient Artillery",5000,1000,,,"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","true","CgkI9_nElagcEAIQSA",0
,,,,,,,,,,,,,,,
"com.supercell.magic.spelldonations0",0,3,"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","TID_ACHIEVEMENT_SPELL_DONATION","donate_spells",100,,20,20,,,"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","true","CgkI9_nElagcEAIQSQ",0
"com.supercell.magic.spelldonations1",1,3,"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","TID_ACHIEVEMENT_SPELL_DONATION","donate_spells",2000,,200,100,,,"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","true","CgkI9_nElagcEAIQSg",0
"com.supercell.magic.spelldonations2",2,3,"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","TID_ACHIEVEMENT_SPELL_DONATION","donate_spells",10000,,2000,500,,,"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","true","CgkI9_nElagcEAIQSw",0
,,,,,,,,,,,,,,,
"com.supercell.magic.accountbound0",0,1,"TID_ACHIEVEMENT_ACCOUNT_BOUND_TITLE","TID_ACHIEVEMENT_ACCOUNT_BOUND","account_bound",1,,100,50,,,"TID_ACHIEVEMENT_ACCOUNT_BOUND_COMPLETED","false","CgkI9_nElagcEAIQTQ",0
,,,,,,,,,,,,,,,
"com.supercell.magic.townhall20",0,3,"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","TID_ACHIEVEMENT_TOWN_HALL2","upgrade",3,"Town Hall2",20,10,,,"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","true","CgkI9_nElagcEAIQTg",1
"com.supercell.magic.townhall21",1,3,"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","TID_ACHIEVEMENT_TOWN_HALL2","upgrade",5,"Town Hall2",200,30,,,"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","true","CgkI9_nElagcEAIQTw",1
"com.supercell.magic.townhall22",2,3,"TID_ACHIEVEMENT_TOWN_HALL2_TITLE","TID_ACHIEVEMENT_TOWN_HALL2","upgrade",8,"Town Hall2",2000,50,,,"TID_ACHIEVEMENT_TOWN_HALL2_COMPLETED","true","CgkI9_nElagcEAIQUA",1
,,,,,,,,,,,,,,,
"com.supercell.magic.unitunlock20",0,3,"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","TID_ACHIEVEMENT_UNIT_UNLOCK2","unit_unlock",1,"Archer2",20,10,,,,"true","CgkI9_nElagcEAIQUQ",1
"com.supercell.magic.unitunlock21",1,3,"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","TID_ACHIEVEMENT_UNIT_UNLOCK2","unit_unlock",1,"Moving Cannon",200,30,,,,"true","CgkI9_nElagcEAIQUg",1
"com.supercell.magic.unitunlock22",2,3,"TID_ACHIEVEMENT_UNIT_UNLOCK2_TITLE","TID_ACHIEVEMENT_UNIT_UNLOCK2","unit_unlock",1,"PEKKA2",2000,50,,,,"true","CgkI9_nElagcEAIQUw",1
,,,,,,,,,,,,,,,
"com.supercell.magic.destroytownhall20",0,3,"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","TID_ACHIEVEMENT_DESTROY_TOWNHALL2","destroy",5,"Town Hall2",20,10,,,"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","true","CgkI9_nElagcEAIQVA",1
"com.supercell.magic.destroytownhall21",1,3,"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","TID_ACHIEVEMENT_DESTROY_TOWNHALL2","destroy",100,"Town Hall2",200,30,,,"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","true","CgkI9_nElagcEAIQVQ",1
"com.supercell.magic.destroytownhall22",2,3,"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_TITLE","TID_ACHIEVEMENT_DESTROY_TOWNHALL2","destroy",2000,"Town Hall2",2000,50,,,"TID_ACHIEVEMENT_DESTROY_TOWNHALL2_COMPLETED","true","CgkI9_nElagcEAIQVg",1
,,,,,,,,,,,,,,,
"com.supercell.magic.vsbattletrophies0",0,3,"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","vs_battle_trophies",200,,50,10,,,"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","true","CgkI9_nElagcEAIQVw",1
"com.supercell.magic.vsbattletrophies1",1,3,"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","vs_battle_trophies",1000,,500,100,,,"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","true","CgkI9_nElagcEAIQWA",1
"com.supercell.magic.vsbattletrophies2",2,3,"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_TITLE","TID_ACHIEVEMENT_VS_BATTLE_TROPHIES","vs_battle_trophies",3000,,5000,1000,,,"TID_ACHIEVEMENT_VS_BATTLE_TROPHIES_COMPLETED","true","CgkI9_nElagcEAIQWQ",1
,,,,,,,,,,,,,,,
"com.supercell.magic.gearup0",0,3,"TID_ACHIEVEMENT_GEAR_UP_TITLE","TID_ACHIEVEMENT_GEAR_UP_ONE","gear_up",1,,20,10,,,"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","true","CgkI9_nElagcEAIQWg",1
"com.supercell.magic.gearup1",1,3,"TID_ACHIEVEMENT_GEAR_UP_TITLE","TID_ACHIEVEMENT_GEAR_UP","gear_up",2,,200,30,,,"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","true","CgkI9_nElagcEAIQWw",1
"com.supercell.magic.gearup2",2,3,"TID_ACHIEVEMENT_GEAR_UP_TITLE","TID_ACHIEVEMENT_GEAR_UP","gear_up",3,,2000,50,,,"TID_ACHIEVEMENT_GEAR_UP_COMPLETED","true","CgkI9_nElagcEAIQXA",1
,,,,,,,,,,,,,,,
"com.supercell.magic.repairbuilding0",0,3,"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","TID_ACHIEVEMENT_REPAIR_BUILDING","repair_building",1,"Gem Mine",20,10,,,,"true","CgkI9_nElagcEAIQXQ",1
"com.supercell.magic.repairbuilding1",1,3,"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","TID_ACHIEVEMENT_REPAIR_BUILDING","repair_building",1,"Clock Tower",200,30,,,,"true","CgkI9_nElagcEAIQXg",1
"com.supercell.magic.repairbuilding2",2,3,"TID_ACHIEVEMENT_REPAIR_BUILDING_TITLE","TID_ACHIEVEMENT_REPAIR_BUILDING","repair_building",1,"Hero Altar Warmachine",2000,50,,,,"true","CgkI9_nElagcEAIQXw",1
